veg_resultid,areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
3157,1253,676,2012,6,,1686,,,native,species,0,density,
3158,1253,676,2012,6,,1687,,,native,species,0,density,
3159,1253,676,2012,6,,712,,,native,species,0,density,
3160,1253,676,2012,6,,1741,,,native,species,0,density,
3161,1254,676,2012,6,,465,,,native,species,12.00000003232,density,
3162,1254,676,2012,6,,484,,,native,species,0,density,
3163,1254,676,2012,6,,1686,,,native,species,0,density,
3164,1254,676,2012,6,,1687,,,native,species,0,density,
3165,1254,676,2012,6,,712,,,native,species,0,density,
3166,1254,676,2012,6,,1741,,,native,species,0,density,
3167,1255,676,2012,6,,465,,,native,species,0,density,
3168,1255,676,2012,6,,484,,,native,species,0,density,
3169,1255,676,2012,6,,1686,,,native,species,0,density,
3170,1255,676,2012,6,,1687,,,native,species,0,density,
3171,1255,676,2012,6,,712,,,native,species,0,density,
3172,1255,676,2012,6,,1741,,,native,species,0,density,
3173,1256,676,2012,6,,465,,,native,species,2.00000007546,density,
3174,1256,676,2012,6,,484,,,native,species,40.00000003766,density,
3175,1256,676,2012,6,,1686,,,native,species,0,density,
3176,1256,676,2012,6,,1687,,,native,species,0,density,
3177,1256,676,2012,6,,712,,,native,species,0.99999993262,density,
3178,1256,676,2012,6,,1741,,,native,species,36.00000009696,density,
3179,1257,676,2012,6,,465,,,native,species,0,density,
3180,1257,676,2012,6,,484,,,native,species,0,density,
3181,1257,676,2012,6,,1686,,,native,species,0,density,
3182,1257,676,2012,6,,1687,,,native,species,0,density,
3183,1257,676,2012,6,,712,,,native,species,0,density,
3184,1257,676,2012,6,,1741,,,native,species,0,density,
3185,1258,676,2012,6,,465,,,native,species,0,density,
3186,1258,676,2012,6,,484,,,native,species,16.999999905640003,density,
3187,1258,676,2012,6,,1686,,,native,species,0,density,
3188,1258,676,2012,6,,1687,,,native,species,0,density,
3189,1258,676,2012,6,,712,,,native,species,0,density,
3190,1258,676,2012,6,,1741,,,native,species,9.00000002424,density,
3191,1259,364,2012,6,,465,,,native,species,0,density,
3192,1259,364,2012,6,,484,,,native,species,15.99999997302,density,
3193,1259,364,2012,6,,1686,,,native,species,0,density,
3194,1259,364,2012,6,,1687,,,native,species,0,density,
3195,1259,364,2012,6,,712,,,native,species,0,density,
3196,1259,364,2012,6,,1741,,,native,species,0.99999993262,density,
3197,1260,364,2012,6,,465,,,native,species,0,density,
3198,1260,364,2012,6,,484,,,native,species,81.00000000794,density,
3199,1260,364,2012,6,,1686,,,native,species,0,density,
3200,1260,364,2012,6,,1687,,,native,species,0,density,
3201,1260,364,2012,6,,712,,,native,species,0,density,
3202,1260,364,2012,6,,1741,,,native,species,0,density,
3203,1261,364,2012,6,,465,,,native,species,0,density,
3204,1261,364,2012,6,,484,,,native,species,6.99999994878,density,
3205,1261,364,2012,6,,1686,,,native,species,0,density,
3206,1261,364,2012,6,,1687,,,native,species,0,density,
3207,1261,364,2012,6,,712,,,native,species,0,density,
3208,1261,364,2012,6,,1741,,,native,species,3.00000000808,density,
3209,1262,468,2012,6,,465,,,native,species,0,density,
3210,1262,468,2012,6,,484,,,native,species,0,density,
3211,1262,468,2012,6,,1686,,,native,species,0,density,
3212,1262,468,2012,6,,1687,,,native,species,0,density,
3213,1262,468,2012,6,,712,,,native,species,0,density,
3214,1262,468,2012,6,,1741,,,native,species,6.99999994878,density,
3215,1263,468,2012,6,,465,,,native,species,0,density,
3216,1263,468,2012,6,,484,,,native,species,0,density,
3217,1263,468,2012,6,,1686,,,native,species,0,density,
3218,1263,468,2012,6,,1687,,,native,species,0,density,
3219,1263,468,2012,6,,712,,,native,species,0,density,
3220,1263,468,2012,6,,1741,,,native,species,5.00000008354,density,
3221,1264,468,2012,6,,465,,,native,species,0,density,
3222,1264,468,2012,6,,484,,,native,species,0,density,
3223,1264,468,2012,6,,1686,,,native,species,0,density,
3224,1264,468,2012,6,,1687,,,native,species,0,density,
3225,1264,468,2012,6,,712,,,native,species,0,density,
3226,1264,468,2012,6,,1741,,,native,species,5.00000008354,density,
3227,1265,364,2012,6,,465,,,native,species,0,density,
3228,1265,364,2012,6,,484,,,native,species,0,density,
3229,1265,364,2012,6,,1686,,,native,species,0,density,
3230,1265,364,2012,6,,1687,,,native,species,0,density,
3231,1265,364,2012,6,,712,,,native,species,0,density,
3232,1265,364,2012,6,,1741,,,native,species,0,density,
3233,1266,364,2012,6,,465,,,native,species,0.99999993262,density,
3234,1266,364,2012,6,,484,,,native,species,0,density,
3235,1266,364,2012,6,,1686,,,native,species,0,density,
3236,1266,364,2012,6,,1687,,,native,species,0,density,
3237,1266,364,2012,6,,712,,,native,species,0,density,
3238,1266,364,2012,6,,1741,,,native,species,0,density,
3239,1267,364,2012,6,,465,,,native,species,12.999999964939999,density,
3240,1267,364,2012,6,,484,,,native,species,15.99999997302,density,
3241,1267,364,2012,6,,1686,,,native,species,0,density,
3242,1267,364,2012,6,,1687,,,native,species,0,density,
3243,1267,364,2012,6,,712,,,native,species,96.99999998096,density,
3244,1267,364,2012,6,,1741,,,native,species,0,density,
3245,1268,468,2012,6,,465,,,native,species,3.9999999407,density,
3246,1268,468,2012,6,,484,,,native,species,2.00000007546,density,
3247,1268,468,2012,6,,1686,,,native,species,0,density,
3248,1268,468,2012,6,,1687,,,native,species,0,density,
3249,1268,468,2012,6,,712,,,native,species,0,density,
3250,1268,468,2012,6,,1741,,,native,species,2.00000007546,density,
3251,1269,364,2012,6,,465,,,native,species,0.99999993262,density,
3252,1269,364,2012,6,,484,,,native,species,84.99999994864,density,
3253,1269,364,2012,6,,1686,,,native,species,0,density,
3254,1269,364,2012,6,,1687,,,native,species,0,density,
3255,1269,364,2012,6,,712,,,native,species,81.99999994056,density,
3256,1269,364,2012,6,,1741,,,native,species,50.999999927139996,density,
3257,1270,364,2012,6,,465,,,native,species,2.00000007546,density,
3258,1270,364,2012,6,,484,,,native,species,108.00000008066002,density,
3259,1270,364,2012,6,,1686,,,native,species,0,density,
3260,1270,364,2012,6,,1687,,,native,species,0,density,
3261,1270,364,2012,6,,712,,,native,species,103.99999992974,density,
3262,1270,364,2012,6,,1741,,,native,species,86.00000009147999,density,
3263,1271,364,2012,6,,465,,,native,species,0,density,
3264,1271,364,2012,6,,484,,,native,species,261.0000000723,density,
3265,1271,364,2012,6,,1686,,,native,species,2.00000007546,density,
3266,1271,364,2012,6,,1687,,,native,species,0,density,
3267,1271,364,2012,6,,712,,,native,species,131.99999993508,density,
3268,1271,364,2012,6,,1741,,,native,species,59.999999951380005,density,
3269,1272,520,2012,6,,465,,,native,species,0,density,
3270,1272,520,2012,6,,484,,,native,species,0.99999993262,density,
3271,1272,520,2012,6,,1686,,,native,species,0.99999993262,density,
3272,1272,520,2012,6,,1687,,,native,species,0,density,
3273,1272,520,2012,6,,712,,,native,species,153.99999992426,density,
3274,1272,520,2012,6,,1741,,,native,species,0,density,
3275,1273,520,2012,6,,465,,,native,species,9.99999995686,density,
3276,1273,520,2012,6,,484,,,native,species,2.00000007546,density,
3277,1273,520,2012,6,,1686,,,native,species,6.00000001616,density,
3278,1273,520,2012,6,,1687,,,native,species,0,density,
3279,1273,520,2012,6,,712,,,native,species,49.999999994519996,density,
3280,1273,520,2012,6,,1741,,,native,species,0,density,
3281,1274,520,2012,6,,465,,,native,species,6.99999994878,density,
3282,1274,520,2012,6,,484,,,native,species,15.99999997302,density,
3283,1274,520,2012,6,,1686,,,native,species,18.9999999811,density,
3284,1274,520,2012,6,,1687,,,native,species,0,density,
3285,1274,520,2012,6,,712,,,native,species,65.00000003491999,density,
3286,1274,520,2012,6,,1741,,,native,species,0.99999993262,density,
3287,1275,520,2012,6,,465,,,native,species,15.0000000404,density,
3288,1275,520,2012,6,,484,,,native,species,61.000000094220006,density,
3289,1275,520,2012,6,,1686,,,native,species,0,density,
3290,1275,520,2012,6,,1687,,,native,species,0,density,
3291,1275,520,2012,6,,712,,,native,species,196.00000003738,density,
3292,1275,520,2012,6,,1741,,,native,species,0,density,
3293,1276,416,2012,6,,465,,,native,species,3.00000000808,density,
3294,1276,416,2012,6,,484,,,native,species,2.00000007546,density,
3295,1276,416,2012,6,,1686,,,native,species,0,density,
3296,1276,416,2012,6,,1687,,,native,species,0,density,
3297,1276,416,2012,6,,712,,,native,species,0,density,
3298,1276,416,2012,6,,1741,,,native,species,0.99999993262,density,
3299,1277,416,2012,6,,465,,,native,species,0,density,
3300,1277,416,2012,6,,484,,,native,species,0,density,
3301,1277,416,2012,6,,1686,,,native,species,0,density,
3302,1277,416,2012,6,,1687,,,native,species,0,density,
3303,1277,416,2012,6,,712,,,native,species,0,density,
3304,1277,416,2012,6,,1741,,,native,species,0,density,
3305,1278,416,2012,6,,465,,,native,species,0,density,
3306,1278,416,2012,6,,484,,,native,species,0,density,
3307,1278,416,2012,6,,1686,,,native,species,0,density,
3308,1278,416,2012,6,,1687,,,native,species,0,density,
3309,1278,416,2012,6,,712,,,native,species,0,density,
3310,1278,416,2012,6,,1741,,,native,species,0,density,
3311,1279,468,2012,6,,465,,,native,species,24.00000006464,density,
3312,1279,468,2012,6,,484,,,native,species,0,density,
3313,1279,468,2012,6,,1686,,,native,species,0,density,
3314,1279,468,2012,6,,1687,,,native,species,0,density,
3315,1279,468,2012,6,,712,,,native,species,0,density,
3316,1279,468,2012,6,,1741,,,native,species,0,density,
3317,1280,468,2012,6,,465,,,native,species,0,density,
3318,1280,468,2012,6,,484,,,native,species,0,density,
3319,1280,468,2012,6,,1686,,,native,species,6.99999994878,density,
3320,1280,468,2012,6,,1687,,,native,species,0,density,
3321,1280,468,2012,6,,712,,,native,species,30.0000000808,density,
3322,1280,468,2012,6,,1741,,,native,species,142.00000010216002,density,
3323,1281,468,2012,6,,465,,,native,species,2.00000007546,density,
3324,1281,468,2012,6,,484,,,native,species,0.99999993262,density,
3325,1281,468,2012,6,,1686,,,native,species,0,density,
3326,1281,468,2012,6,,1687,,,native,species,0,density,
3327,1281,468,2012,6,,712,,,native,species,68.99999997562,density,
3328,1281,468,2012,6,,1741,,,native,species,9.00000002424,density,
3329,1282,468,2012,6,,465,,,native,species,36.00000009696,density,
3330,1282,468,2012,6,,484,,,native,species,0,density,
3331,1282,468,2012,6,,1686,,,native,species,0,density,
3332,1282,468,2012,6,,1687,,,native,species,0,density,
3333,1282,468,2012,6,,712,,,native,species,53.999999935219996,density,
3334,1282,468,2012,6,,1741,,,native,species,298.00000010188,density,
3335,1283,468,2012,6,,465,,,native,species,9.99999995686,density,
3336,1283,468,2012,6,,484,,,native,species,6.99999994878,density,
3337,1283,468,2012,6,,1686,,,native,species,3.9999999407,density,
3338,1283,468,2012,6,,1687,,,native,species,0,density,
3339,1283,468,2012,6,,712,,,native,species,161.00000008326,density,
3340,1283,468,2012,6,,1741,,,native,species,15.99999997302,density,
3341,1284,468,2012,6,,465,,,native,species,9.00000002424,density,
3342,1284,468,2012,6,,484,,,native,species,0.99999993262,density,
3343,1284,468,2012,6,,1686,,,native,species,37.9999999622,density,
3344,1284,468,2012,6,,1687,,,native,species,0,density,
3345,1284,468,2012,6,,712,,,native,species,59.00000001876,density,
3346,1284,468,2012,6,,1741,,,native,species,243.00000002382,density,
3347,1285,468,2012,6,,465,,,native,species,16.999999905640003,density,
3348,1285,468,2012,6,,484,,,native,species,3.00000000808,density,
3349,1285,468,2012,6,,1686,,,native,species,0,density,
3350,1285,468,2012,6,,1687,,,native,species,0,density,
3351,1285,468,2012,6,,712,,,native,species,155.00000006710002,density,
3352,1285,468,2012,6,,1741,,,native,species,0,density,
3353,1286,260,2012,6,,465,,,native,species,0,density,
3354,1286,260,2012,6,,484,,,native,species,0,density,
3355,1286,260,2012,6,,1686,,,native,species,0,density,
3356,1286,260,2012,6,,1687,,,native,species,0,density,
3357,1286,260,2012,6,,712,,,native,species,0,density,
3358,1286,260,2012,6,,1741,,,native,species,0,density,
3359,1287,260,2012,6,,465,,,native,species,0,density,
3360,1287,260,2012,6,,484,,,native,species,0,density,
3361,1287,260,2012,6,,1686,,,native,species,0,density,
3362,1287,260,2012,6,,1687,,,native,species,0,density,
3363,1287,260,2012,6,,712,,,native,species,0,density,
3364,1287,260,2012,6,,1741,,,native,species,0,density,
3365,1288,260,2012,6,,465,,,native,species,0,density,
3366,1288,260,2012,6,,484,,,native,species,0,density,
3367,1288,260,2012,6,,1686,,,native,species,0,density,
3368,1288,260,2012,6,,1687,,,native,species,0,density,
3369,1288,260,2012,6,,712,,,native,species,0,density,
3370,1288,260,2012,6,,1741,,,native,species,0,density,
3371,1289,260,2012,6,,465,,,native,species,0,density,
3372,1289,260,2012,6,,484,,,native,species,0,density,
3373,1289,260,2012,6,,1686,,,native,species,0,density,
3374,1289,260,2012,6,,1687,,,native,species,0,density,
3375,1289,260,2012,6,,712,,,native,species,0,density,
3376,1289,260,2012,6,,1741,,,native,species,0,density,
3377,1290,260,2012,6,,465,,,native,species,0,density,
3378,1290,260,2012,6,,484,,,native,species,0,density,
3379,1290,260,2012,6,,1686,,,native,species,0,density,
3380,1290,260,2012,6,,1687,,,native,species,0,density,
3381,1290,260,2012,6,,712,,,native,species,0,density,
3382,1290,260,2012,6,,1741,,,native,species,0,density,
3383,1291,260,2012,6,,465,,,native,species,0,density,
3384,1291,260,2012,6,,484,,,native,species,0,density,
3385,1291,260,2012,6,,1686,,,native,species,0,density,
3386,1291,260,2012,6,,1687,,,native,species,0,density,
3387,1291,260,2012,6,,712,,,native,species,0,density,
3388,1291,260,2012,6,,1741,,,native,species,0,density,
3389,1292,468,2012,6,,465,,,native,species,5.00000008354,density,
3390,1292,468,2012,6,,484,,,native,species,0,density,
3391,1292,468,2012,6,,1686,,,native,species,0,density,
3392,1292,468,2012,6,,1687,,,native,species,0,density,
3393,1292,468,2012,6,,712,,,native,species,0,density,
3394,1292,468,2012,6,,1741,,,native,species,2.00000007546,density,
3395,1293,468,2012,6,,465,,,native,species,0.99999993262,density,
3396,1293,468,2012,6,,484,,,native,species,0,density,
3397,1293,468,2012,6,,1686,,,native,species,0,density,
3398,1293,468,2012,6,,1687,,,native,species,0,density,
3399,1293,468,2012,6,,712,,,native,species,0,density,
3400,1293,468,2012,6,,1741,,,native,species,0.99999993262,density,
3401,1294,468,2012,6,,465,,,native,species,8.000000091619999,density,
3402,1294,468,2012,6,,484,,,native,species,0,density,
3403,1294,468,2012,6,,1686,,,native,species,0,density,
3404,1294,468,2012,6,,1687,,,native,species,0,density,
3405,1294,468,2012,6,,712,,,native,species,0,density,
3406,1294,468,2012,6,,1741,,,native,species,0.99999993262,density,
3407,1295,260,2012,6,,465,,,native,species,0,density,
3408,1295,260,2012,6,,484,,,native,species,0,density,
3409,1295,260,2012,6,,1686,,,native,species,0,density,
3410,1295,260,2012,6,,1687,,,native,species,0,density,
3411,1295,260,2012,6,,712,,,native,species,0,density,
3412,1295,260,2012,6,,1741,,,native,species,0,density,
3413,1296,260,2012,6,,465,,,native,species,0,density,
3414,1296,260,2012,6,,484,,,native,species,0,density,
3415,1296,260,2012,6,,1686,,,native,species,0,density,
3416,1296,260,2012,6,,1687,,,native,species,0,density,
3417,1296,260,2012,6,,712,,,native,species,0,density,
3418,1296,260,2012,6,,1741,,,native,species,0,density,
3419,1297,1040,2012,6,,465,,,native,species,0,density,
3420,1297,1040,2012,6,,484,,,native,species,93.00000004025999,density,
3421,1297,1040,2012,6,,1686,,,native,species,0.99999993262,density,
3422,1297,1040,2012,6,,1687,,,native,species,0,density,
3423,1297,1040,2012,6,,712,,,native,species,5.00000008354,density,
3424,1297,1040,2012,6,,1741,,,native,species,66.99999990015999,density,
3425,1298,936,2012,6,,465,,,native,species,0,density,
3426,1298,936,2012,6,,484,,,native,species,0,density,
3427,1298,936,2012,6,,1686,,,native,species,0,density,
3428,1298,936,2012,6,,1687,,,native,species,0,density,
3429,1298,936,2012,6,,712,,,native,species,0,density,
3430,1298,936,2012,6,,1741,,,native,species,0,density,
3431,1299,936,2012,6,,465,,,native,species,0,density,
3432,1299,936,2012,6,,484,,,native,species,0,density,
3433,1299,936,2012,6,,1686,,,native,species,0,density,
3434,1299,936,2012,6,,1687,,,native,species,0,density,
3435,1299,936,2012,6,,712,,,native,species,0,density,
3436,1299,936,2012,6,,1741,,,native,species,0,density,
3437,1300,936,2012,6,,465,,,native,species,0,density,
3438,1300,936,2012,6,,484,,,native,species,0,density,
3439,1300,936,2012,6,,1686,,,native,species,0,density,
3440,1300,936,2012,6,,1687,,,native,species,0,density,
3441,1300,936,2012,6,,712,,,native,species,0,density,
3442,1300,936,2012,6,,1741,,,native,species,0,density,
3443,1301,832,2012,6,,465,,,native,species,0,density,
3444,1301,832,2012,6,,484,,,native,species,0.99999993262,density,
3445,1301,832,2012,6,,1686,,,native,species,0,density,
3446,1301,832,2012,6,,1687,,,native,species,0,density,
3447,1301,832,2012,6,,712,,,native,species,0,density,
3448,1301,832,2012,6,,1741,,,native,species,0,density,
3449,1302,832,2012,6,,465,,,native,species,0,density,
3450,1302,832,2012,6,,484,,,native,species,0,density,
3451,1302,832,2012,6,,1686,,,native,species,0,density,
3452,1302,832,2012,6,,1687,,,native,species,0,density,
3453,1302,832,2012,6,,712,,,native,species,0,density,
3454,1302,832,2012,6,,1741,,,native,species,0,density,
3455,1303,832,2012,6,,465,,,native,species,0,density,
3456,1303,832,2012,6,,484,,,native,species,0,density,
3457,1303,832,2012,6,,1686,,,native,species,0,density,
3458,1303,832,2012,6,,1687,,,native,species,0,density,
3459,1303,832,2012,6,,712,,,native,species,0,density,
3460,1303,832,2012,6,,1741,,,native,species,0,density,
3461,1304,416,2012,6,,465,,,native,species,2.00000007546,density,
3462,1304,416,2012,6,,484,,,native,species,2.00000007546,density,
3463,1304,416,2012,6,,1686,,,native,species,0,density,
3464,1304,416,2012,6,,1687,,,native,species,0,density,
3465,1304,416,2012,6,,712,,,native,species,0,density,
3466,1304,416,2012,6,,1741,,,native,species,0.99999993262,density,
3467,1305,416,2012,6,,465,,,native,species,24.999999997259998,density,
3468,1305,416,2012,6,,484,,,native,species,0.99999993262,density,
3469,1305,416,2012,6,,1686,,,native,species,2.00000007546,density,
3470,1305,416,2012,6,,1687,,,native,species,0,density,
3471,1305,416,2012,6,,712,,,native,species,0,density,
3472,1305,416,2012,6,,1741,,,native,species,12.00000003232,density,
3473,1306,416,2012,6,,465,,,native,species,24.999999997259998,density,
3474,1306,416,2012,6,,484,,,native,species,0,density,
3475,1306,416,2012,6,,1686,,,native,species,0,density,
3476,1306,416,2012,6,,1687,,,native,species,0,density,
3477,1306,416,2012,6,,712,,,native,species,0,density,
3478,1306,416,2012,6,,1741,,,native,species,0,density,
3479,1307,416,2012,6,,465,,,native,species,0,density,
3480,1307,416,2012,6,,484,,,native,species,0,density,
3481,1307,416,2012,6,,1686,,,native,species,0,density,
3482,1307,416,2012,6,,1687,,,native,species,0,density,
3483,1307,416,2012,6,,712,,,native,species,0,density,
3484,1307,416,2012,6,,1741,,,native,species,0,density,
3485,1308,416,2012,6,,465,,,native,species,0,density,
3486,1308,416,2012,6,,484,,,native,species,0,density,
3487,1308,416,2012,6,,1686,,,native,species,0,density,
3488,1308,416,2012,6,,1687,,,native,species,0,density,
3489,1308,416,2012,6,,712,,,native,species,0,density,
3490,1308,416,2012,6,,1741,,,native,species,0,density,
3491,1309,156,2012,6,,465,,,native,species,0,density,
3492,1309,156,2012,6,,484,,,native,species,0,density,
3493,1309,156,2012,6,,1686,,,native,species,21.99999998918,density,
3494,1309,156,2012,6,,1687,,,native,species,0,density,
3495,1309,156,2012,6,,712,,,native,species,0,density,
3496,1309,156,2012,6,,1741,,,native,species,0,density,
3497,1310,156,2012,6,,465,,,native,species,0,density,
3498,1310,156,2012,6,,484,,,native,species,0,density,
3499,1310,156,2012,6,,1686,,,native,species,77.99999999986001,density,
3500,1310,156,2012,6,,1687,,,native,species,0,density,
3501,1310,156,2012,6,,712,,,native,species,0,density,
3502,1310,156,2012,6,,1741,,,native,species,0,density,
3503,1311,156,2012,6,,465,,,native,species,0,density,
3504,1311,156,2012,6,,484,,,native,species,0,density,
3505,1311,156,2012,6,,1686,,,native,species,118.00000003752,density,
3506,1311,156,2012,6,,1687,,,native,species,0,density,
3507,1311,156,2012,6,,712,,,native,species,0,density,
3508,1311,156,2012,6,,1741,,,native,species,0,density,
3509,1312,156,2012,6,,465,,,native,species,0.99999993262,density,
3510,1312,156,2012,6,,484,,,native,species,0,density,
3511,1312,156,2012,6,,1686,,,native,species,0,density,
3512,1312,156,2012,6,,1687,,,native,species,0,density,
3513,1312,156,2012,6,,712,,,native,species,0,density,
3514,1312,156,2012,6,,1741,,,native,species,0,density,
3515,1313,156,2012,6,,465,,,native,species,149.00000005094,density,
3516,1313,156,2012,6,,484,,,native,species,0,density,
3517,1313,156,2012,6,,1686,,,native,species,3.9999999407,density,
3518,1313,156,2012,6,,1687,,,native,species,0,density,
3519,1313,156,2012,6,,712,,,native,species,0,density,
3520,1313,156,2012,6,,1741,,,native,species,0,density,
3521,1314,156,2012,6,,465,,,native,species,37.00000002958,density,
3522,1314,156,2012,6,,484,,,native,species,0,density,
3523,1314,156,2012,6,,1686,,,native,species,3.00000000808,density,
3524,1314,156,2012,6,,1687,,,native,species,0,density,
3525,1314,156,2012,6,,712,,,native,species,22.9999999218,density,
3526,1314,156,2012,6,,1741,,,native,species,0,density,
3527,1315,104,2012,6,,465,,,native,species,40.00000003766,density,
3528,1315,104,2012,6,,484,,,native,species,0,density,
3529,1315,104,2012,6,,1686,,,native,species,99.99999998903999,density,
3530,1315,104,2012,6,,1687,,,native,species,0,density,
3531,1315,104,2012,6,,712,,,native,species,0,density,
3532,1315,104,2012,6,,1741,,,native,species,0,density,
3533,1316,104,2012,6,,465,,,native,species,0,density,
3534,1316,104,2012,6,,484,,,native,species,0,density,
3535,1316,104,2012,6,,1686,,,native,species,15.0000000404,density,
3536,1316,104,2012,6,,1687,,,native,species,0,density,
3537,1316,104,2012,6,,712,,,native,species,0,density,
3538,1316,104,2012,6,,1741,,,native,species,0,density,
3539,1317,104,2012,6,,465,,,native,species,0,density,
3540,1317,104,2012,6,,484,,,native,species,0,density,
3541,1317,104,2012,6,,1686,,,native,species,0,density,
3542,1317,104,2012,6,,1687,,,native,species,0,density,
3543,1317,104,2012,6,,712,,,native,species,0,density,
3544,1317,104,2012,6,,1741,,,native,species,0,density,
3545,1318,104,2012,6,,465,,,native,species,40.00000003766,density,
3546,1318,104,2012,6,,484,,,native,species,0,density,
3547,1318,104,2012,6,,1686,,,native,species,0,density,
3548,1318,104,2012,6,,1687,,,native,species,0,density,
3549,1318,104,2012,6,,712,,,native,species,0,density,
3550,1318,104,2012,6,,1741,,,native,species,2.00000007546,density,
3551,1319,104,2012,6,,465,,,native,species,93.00000004025999,density,
3552,1319,104,2012,6,,484,,,native,species,9.99999995686,density,
3553,1319,104,2012,6,,1686,,,native,species,64.0000001023,density,
3554,1319,104,2012,6,,1687,,,native,species,0,density,
3555,1319,104,2012,6,,712,,,native,species,0,density,
3556,1319,104,2012,6,,1741,,,native,species,6.99999994878,density,
3557,1320,104,2012,6,,465,,,native,species,15.0000000404,density,
3558,1320,104,2012,6,,484,,,native,species,0.99999993262,density,
3559,1320,104,2012,6,,1686,,,native,species,49.999999994519996,density,
3560,1320,104,2012,6,,1687,,,native,species,0,density,
3561,1320,104,2012,6,,712,,,native,species,0.99999993262,density,
3562,1320,104,2012,6,,1741,,,native,species,0,density,
3563,1321,468,2012,6,,465,,,native,species,0.99999993262,density,
3564,1321,468,2012,6,,484,,,native,species,0,density,
3565,1321,468,2012,6,,1686,,,native,species,0,density,
3566,1321,468,2012,6,,1687,,,native,species,0,density,
3567,1321,468,2012,6,,712,,,native,species,0,density,
3568,1321,468,2012,6,,1741,,,native,species,0,density,
3569,1322,52,2012,6,,465,,,native,species,0,density,
3570,1322,52,2012,6,,484,,,native,species,0,density,
3571,1322,52,2012,6,,1686,,,native,species,0,density,
3572,1322,52,2012,6,,1687,,,native,species,0,density,
3573,1322,52,2012,6,,712,,,native,species,0,density,
3574,1322,52,2012,6,,1741,,,native,species,0,density,
3575,1323,52,2012,6,,465,,,native,species,0,density,
3576,1323,52,2012,6,,484,,,native,species,0,density,
3577,1323,52,2012,6,,1686,,,native,species,0,density,
3578,1323,52,2012,6,,1687,,,native,species,0,density,
3579,1323,52,2012,6,,712,,,native,species,0,density,
3580,1323,52,2012,6,,1741,,,native,species,0,density,
3581,1324,52,2012,6,,465,,,native,species,0,density,
3582,1324,52,2012,6,,484,,,native,species,0,density,
3583,1324,52,2012,6,,1686,,,native,species,0,density,
3584,1324,52,2012,6,,1687,,,native,species,0,density,
3585,1324,52,2012,6,,712,,,native,species,0,density,
3586,1324,52,2012,6,,1741,,,native,species,0,density,
3587,1325,52,2012,6,,465,,,native,species,0,density,
3588,1325,52,2012,6,,484,,,native,species,0,density,
3589,1325,52,2012,6,,1686,,,native,species,0,density,
3590,1325,52,2012,6,,1687,,,native,species,0,density,
3591,1325,52,2012,6,,712,,,native,species,0,density,
3592,1325,52,2012,6,,1741,,,native,species,0,density,
3593,1326,52,2012,6,,465,,,native,species,0,density,
3594,1326,52,2012,6,,484,,,native,species,0,density,
3595,1326,52,2012,6,,1686,,,native,species,0,density,
3596,1326,52,2012,6,,1687,,,native,species,0,density,
3597,1326,52,2012,6,,712,,,native,species,0,density,
3598,1326,52,2012,6,,1741,,,native,species,0,density,
3599,1327,52,2012,6,,465,,,native,species,0,density,
3600,1327,52,2012,6,,484,,,native,species,0,density,
3601,1327,52,2012,6,,1686,,,native,species,0,density,
3602,1327,52,2012,6,,1687,,,native,species,0,density,
3603,1327,52,2012,6,,712,,,native,species,0,density,
3604,1327,52,2012,6,,1741,,,native,species,0,density,
3605,1328,624,2012,6,,465,,,native,species,0,density,
3606,1328,624,2012,6,,484,,,native,species,0,density,
3607,1328,624,2012,6,,1686,,,native,species,0.99999993262,density,
3608,1328,624,2012,6,,1687,,,native,species,0,density,
3609,1328,624,2012,6,,712,,,native,species,0,density,
3610,1328,624,2012,6,,1741,,,native,species,0,density,
3611,1329,624,2012,6,,465,,,native,species,0,density,
3612,1329,624,2012,6,,484,,,native,species,0,density,
3613,1329,624,2012,6,,1686,,,native,species,0.99999993262,density,
3614,1329,624,2012,6,,1687,,,native,species,0,density,
3615,1329,624,2012,6,,712,,,native,species,0,density,
3616,1329,624,2012,6,,1741,,,native,species,0,density,
3617,1330,624,2012,6,,465,,,native,species,0,density,
3618,1330,624,2012,6,,484,,,native,species,0,density,
3619,1330,624,2012,6,,1686,,,native,species,2.00000007546,density,
3620,1330,624,2012,6,,1687,,,native,species,0,density,
3621,1330,624,2012,6,,712,,,native,species,0,density,
3622,1330,624,2012,6,,1741,,,native,species,0,density,
3623,1331,624,2012,6,,465,,,native,species,0,density,
3624,1331,624,2012,6,,484,,,native,species,0,density,
3625,1331,624,2012,6,,1686,,,native,species,0.99999993262,density,
3626,1331,624,2012,6,,1687,,,native,species,0,density,
3627,1331,624,2012,6,,712,,,native,species,0,density,
3628,1331,624,2012,6,,1741,,,native,species,0,density,
3629,1332,624,2012,6,,465,,,native,species,0,density,
3630,1332,624,2012,6,,484,,,native,species,0,density,
3631,1332,624,2012,6,,1686,,,native,species,0.99999993262,density,
3632,1332,624,2012,6,,1687,,,native,species,0,density,
3633,1332,624,2012,6,,712,,,native,species,0,density,
3634,1332,624,2012,6,,1741,,,native,species,0,density,
3635,1333,312,2012,6,,465,,,native,species,0,density,
3636,1333,312,2012,6,,484,,,native,species,0,density,
3637,1333,312,2012,6,,1686,,,native,species,0,density,
3638,1333,312,2012,6,,1687,,,native,species,0,density,
3639,1333,312,2012,6,,712,,,native,species,0,density,
