seedingid,treatmentid,mix,speciesid,cultivarid,type,rate,unit,viability,origin,source,seed_distance,seed_mixid,notes
2433,346,known,1686,,seeding,30,seeds/m2,PLS,native,,,194,
2434,346,known,1741,,seeding,10,seeds/m2,PLS,native,,,194,
2435,346,known,2640,,seeding,70,seeds/m2,PLS,native,,,194,
2436,346,known,3010,,seeding,1,seeds/m2,PLS,native,,,194,
2437,346,known,4575,,seeding,8,seeds/m2,PLS,native,,,194,
2438,346,known,5415,,seeding,58,seeds/m2,PLS,native,,,194,
2439,346,known,5416,,seeding,86,seeds/m2,PLS,native,,,194,
2440,346,known,5573,,seeding,30,seeds/m2,PLS,native,,,194,
2441,346,known,5577,,seeding,33,seeds/m2,PLS,native,,,194,
2442,346,known,5582,,seeding,171,seeds/m2,PLS,native,,,194,
2443,346,known,5583,,seeding,69,seeds/m2,PLS,native,,,194,
2444,346,known,5585,,seeding,50,seeds/m2,PLS,native,,,194,
2445,346,known,5763,,seeding,79,seeds/m2,PLS,native,,,194,
2446,346,known,5901,,seeding,86,seeds/m2,PLS,native,,,194,
2447,346,known,5952,,seeding,49,seeds/m2,PLS,native,,,194,
2448,346,known,6517,,seeding,4,seeds/m2,PLS,native,,,194,
2449,347,known,387,,seeding,441,seeds/m2,PLS,native,,,195,
2450,347,known,469,,seeding,744,seeds/m2,PLS,exotic,,,195,
2451,347,known,484,,seeding,1432,seeds/m2,PLS,native,,,195,
2452,347,known,712,,seeding,190,seeds/m2,PLS,native,,,195,
2453,347,known,1686,,seeding,30,seeds/m2,PLS,native,,,195,
2454,347,known,1741,,seeding,38,seeds/m2,PLS,native,,,195,
2455,347,known,2640,,seeding,53,seeds/m2,PLS,native,,,195,
2456,347,known,3082,,seeding,2,seeds/m2,PLS,exotic,,,195,
2457,347,known,4575,,seeding,20,seeds/m2,PLS,native,,,195,
2458,347,known,5416,,seeding,91,seeds/m2,PLS,native,,,195,
2459,347,known,5485,,seeding,224,seeds/m2,PLS,native,,,195,
2460,347,known,5577,,seeding,33,seeds/m2,PLS,native,,,195,
2461,347,known,5582,,seeding,86,seeds/m2,PLS,native,,,195,
2462,347,known,5583,,seeding,42,seeds/m2,PLS,native,,,195,
2463,347,known,5585,,seeding,50,seeds/m2,PLS,native,,,195,
2464,347,known,5763,,seeding,79,seeds/m2,PLS,native,,,195,
2465,347,known,5801,,seeding,96,seeds/m2,PLS,native,,,195,
2466,348,known,387,,seeding,378,seeds/m2,PLS,native,,,196,
2467,348,known,457,,seeding,38,seeds/m2,PLS,native,,,196,
2468,348,known,469,,seeding,285,seeds/m2,PLS,exotic,,,196,
2469,348,known,484,,seeding,1298,seeds/m2,PLS,native,,,196,
2470,348,known,712,,seeding,93,seeds/m2,PLS,native,,,196,
2471,348,known,1686,,seeding,30,seeds/m2,PLS,native,,,196,
2472,348,known,1741,,seeding,30,seeds/m2,PLS,native,,,196,
2473,348,known,2041,,seeding,7,seeds/m2,PLS,native,,,196,
2474,348,known,2640,,seeding,53,seeds/m2,PLS,native,,,196,
2475,348,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,196,
2476,348,known,5568,,seeding,12,seeds/m2,PLS,native,,,196,
2477,348,known,5577,,seeding,33,seeds/m2,PLS,native,,,196,
2478,348,known,5582,,seeding,169,seeds/m2,PLS,native,,,196,
2479,348,known,5583,,seeding,42,seeds/m2,PLS,native,,,196,
2480,348,known,5585,,seeding,66,seeds/m2,PLS,native,,,196,
2481,348,known,5707,,seeding,61,seeds/m2,PLS,native,,,196,
2482,348,known,5763,,seeding,155,seeds/m2,PLS,native,,,196,
2483,348,known,5801,,seeding,90,seeds/m2,PLS,native,,,196,
2484,349,known,276,,seeding,16,seeds/m2,PLS,native,,,197,
2485,349,known,469,,seeding,183,seeds/m2,PLS,exotic,,,197,
2486,349,known,484,,seeding,190,seeds/m2,PLS,native,,,197,
2487,349,known,692,,seeding,60,seeds/m2,PLS,native,,,197,
2488,349,known,712,,seeding,14,seeds/m2,PLS,native,,,197,
2489,349,known,1686,,seeding,13,seeds/m2,PLS,native,,,197,
2490,349,known,2640,,seeding,29,seeds/m2,PLS,native,,,197,
2491,349,known,5416,,seeding,41,seeds/m2,PLS,native,,,197,
2492,349,known,5485,,seeding,135,seeds/m2,PLS,native,,,197,
2493,349,known,5573,,seeding,13,seeds/m2,PLS,native,,,197,
2494,349,known,5583,,seeding,13,seeds/m2,PLS,native,,,197,
2495,349,known,5765,,seeding,27,seeds/m2,PLS,native,,,197,
2496,349,known,5901,,seeding,46,seeds/m2,PLS,native,,,197,
2497,349,known,5952,,seeding,11,seeds/m2,PLS,native,,,197,
2498,350,known,276,,seeding,16,seeds/m2,PLS,native,,,198,
2499,350,known,469,,seeding,183,seeds/m2,PLS,exotic,,,198,
2500,350,known,484,,seeding,190,seeds/m2,PLS,native,,,198,
2501,350,known,692,,seeding,60,seeds/m2,PLS,native,,,198,
2502,350,known,712,,seeding,14,seeds/m2,PLS,native,,,198,
2503,350,known,1686,,seeding,13,seeds/m2,PLS,native,,,198,
2504,350,known,2640,,seeding,29,seeds/m2,PLS,native,,,198,
2505,350,known,5416,,seeding,41,seeds/m2,PLS,native,,,198,
2506,350,known,5485,,seeding,135,seeds/m2,PLS,native,,,198,
2507,350,known,5573,,seeding,13,seeds/m2,PLS,native,,,198,
2508,350,known,5583,,seeding,13,seeds/m2,PLS,native,,,198,
2509,350,known,5765,,seeding,27,seeds/m2,PLS,native,,,198,
2510,350,known,5901,,seeding,46,seeds/m2,PLS,native,,,198,
2511,350,known,5952,,seeding,11,seeds/m2,PLS,native,,,198,
2512,351,known,387,,seeding,255,seeds/m2,PLS,native,,,199,
2513,351,known,465,,seeding,1250,seeds/m2,PLS,native,,,199,
2514,351,known,484,,seeding,772,seeds/m2,PLS,native,,,199,
2515,351,known,712,,seeding,83,seeds/m2,PLS,native,,,199,
2516,351,known,1686,,seeding,56,seeds/m2,PLS,native,,,199,
2517,351,known,1741,,seeding,18,seeds/m2,PLS,native,,,199,
2518,351,known,2640,,seeding,101,seeds/m2,PLS,native,,,199,
2519,351,known,5577,,seeding,62,seeds/m2,PLS,native,,,199,
2520,351,known,5582,,seeding,162,seeds/m2,PLS,native,,,199,
2521,351,known,5583,,seeding,79,seeds/m2,PLS,native,,,199,
2522,351,known,5585,,seeding,95,seeds/m2,PLS,native,,,199,
2523,351,known,5763,,seeding,149,seeds/m2,PLS,native,,,199,
2524,352,known,276,,seeding,15,seeds/m2,PLS,native,,,200,
2525,352,known,465,,seeding,980,seeds/m2,PLS,native,,,200,
2526,352,known,484,,seeding,1081,seeds/m2,PLS,native,,,200,
2527,352,known,712,,seeding,93,seeds/m2,PLS,native,,,200,
2528,352,known,1686,,seeding,10,seeds/m2,PLS,native,,,200,
2529,352,known,2640,,seeding,70,seeds/m2,PLS,native,,,200,
2530,352,known,5416,,seeding,129,seeds/m2,PLS,native,,,200,
2531,352,known,5485,,seeding,155,seeds/m2,PLS,native,,,200,
2532,352,known,5573,,seeding,24,seeds/m2,PLS,native,,,200,
2533,352,known,5583,,seeding,28,seeds/m2,PLS,native,,,200,
2534,352,known,5765,,seeding,63,seeds/m2,PLS,native,,,200,
2535,352,known,5901,,seeding,129,seeds/m2,PLS,native,,,200,
2536,352,known,5952,,seeding,25,seeds/m2,PLS,native,,,200,
2537,353,known,387,,seeding,286,seeds/m2,PLS,native,,,201,
2538,353,known,465,,seeding,701,seeds/m2,PLS,native,,,201,
2539,353,known,712,,seeding,47,seeds/m2,PLS,native,,,201,
2540,353,known,1686,,seeding,30,seeds/m2,PLS,native,,,201,
2541,353,known,1741,,seeding,10,seeds/m2,PLS,native,,,201,
2542,353,known,2640,,seeding,70,seeds/m2,PLS,native,,,201,
2543,353,known,5577,,seeding,33,seeds/m2,PLS,native,,,201,
2544,353,known,5582,,seeding,86,seeds/m2,PLS,native,,,201,
2545,353,known,5583,,seeding,42,seeds/m2,PLS,native,,,201,
2546,353,known,5585,,seeding,50,seeds/m2,PLS,native,,,201,
2547,353,known,5763,,seeding,79,seeds/m2,PLS,native,,,201,
2548,354,known,276,,seeding,15,seeds/m2,PLS,native,,,202,
2549,354,known,465,,seeding,980,seeds/m2,PLS,native,,,202,
2550,354,known,484,,seeding,1081,seeds/m2,PLS,native,,,202,
2551,354,known,712,,seeding,93,seeds/m2,PLS,native,,,202,
2552,354,known,1686,,seeding,10,seeds/m2,PLS,native,,,202,
2553,354,known,2640,,seeding,70,seeds/m2,PLS,native,,,202,
2554,354,known,5416,,seeding,129,seeds/m2,PLS,native,,,202,
2555,354,known,5485,,seeding,155,seeds/m2,PLS,native,,,202,
2556,354,known,5573,,seeding,24,seeds/m2,PLS,native,,,202,
2557,354,known,5583,,seeding,28,seeds/m2,PLS,native,,,202,
2558,354,known,5765,,seeding,63,seeds/m2,PLS,native,,,202,
2559,354,known,5901,,seeding,129,seeds/m2,PLS,native,,,202,
2560,354,known,5952,,seeding,25,seeds/m2,PLS,native,,,202,
2561,355,known,387,,seeding,86,seeds/m2,PLS,native,,,203,
2562,355,known,469,,seeding,153,seeds/m2,PLS,exotic,,,203,
2563,355,known,484,,seeding,260,seeds/m2,PLS,native,,,203,
2564,355,known,1102,,seeding,85,seeds/m2,PLS,native,,,203,
2565,355,known,1686,,seeding,35,seeds/m2,PLS,native,,,203,
2566,355,known,1741,,seeding,5,seeds/m2,PLS,native,,,203,
2567,355,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,203,
2568,355,known,5577,,seeding,22,seeds/m2,PLS,native,,,203,
2569,355,known,5582,,seeding,75,seeds/m2,PLS,native,,,203,
2570,355,known,5583,,seeding,14,seeds/m2,PLS,native,,,203,
2571,355,known,5698,,seeding,103,seeds/m2,PLS,native,,,203,
2572,355,known,5763,,seeding,98,seeds/m2,PLS,native,,,203,
2573,355,known,5765,,seeding,29,seeds/m2,PLS,native,,,203,
2574,356,known,387,,seeding,86,seeds/m2,PLS,native,,,204,
2575,356,known,469,,seeding,153,seeds/m2,PLS,exotic,,,204,
2576,356,known,484,,seeding,260,seeds/m2,PLS,native,,,204,
2577,356,known,1102,,seeding,85,seeds/m2,PLS,native,,,204,
2578,356,known,1686,,seeding,35,seeds/m2,PLS,native,,,204,
2579,356,known,1741,,seeding,5,seeds/m2,PLS,native,,,204,
2580,356,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,204,
2581,356,known,5577,,seeding,22,seeds/m2,PLS,native,,,204,
2582,356,known,5582,,seeding,75,seeds/m2,PLS,native,,,204,
2583,356,known,5583,,seeding,14,seeds/m2,PLS,native,,,204,
2584,356,known,5698,,seeding,103,seeds/m2,PLS,native,,,204,
2585,356,known,5763,,seeding,98,seeds/m2,PLS,native,,,204,
2586,356,known,5765,,seeding,29,seeds/m2,PLS,native,,,204,
2587,357,known,387,,seeding,401,seeds/m2,PLS,native,,,205,
2588,357,known,465,,seeding,701,seeds/m2,PLS,native,,,205,
2589,357,known,484,,seeding,87,seeds/m2,PLS,native,,,205,
2590,357,known,712,,seeding,47,seeds/m2,PLS,native,,,205,
2591,357,known,1686,,seeding,39,seeds/m2,PLS,native,,,205,
2592,357,known,1741,,seeding,20,seeds/m2,PLS,native,,,205,
2593,357,known,2640,,seeding,77,seeds/m2,PLS,native,,,205,
2594,357,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,205,
2595,357,known,5415,,seeding,23,seeds/m2,PLS,native,,,205,
2596,357,known,5416,,seeding,17,seeds/m2,PLS,native,,,205,
2597,357,known,5577,,seeding,33,seeds/m2,PLS,native,,,205,
2598,357,known,5582,,seeding,171,seeds/m2,PLS,native,,,205,
2599,357,known,5583,,seeding,69,seeds/m2,PLS,native,,,205,
2600,357,known,5585,,seeding,100,seeds/m2,PLS,native,,,205,
2601,357,known,5763,,seeding,118,seeds/m2,PLS,native,,,205,
2602,357,known,5952,,seeding,25,seeds/m2,PLS,native,,,205,
2603,358,known,387,,seeding,86,seeds/m2,PLS,native,,,206,
2604,358,known,469,,seeding,153,seeds/m2,PLS,exotic,,,206,
2605,358,known,484,,seeding,260,seeds/m2,PLS,native,,,206,
2606,358,known,1102,,seeding,85,seeds/m2,PLS,native,,,206,
2607,358,known,1686,,seeding,35,seeds/m2,PLS,native,,,206,
2608,358,known,1741,,seeding,5,seeds/m2,PLS,native,,,206,
2609,358,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,206,
2610,358,known,5577,,seeding,22,seeds/m2,PLS,native,,,206,
2611,358,known,5582,,seeding,75,seeds/m2,PLS,native,,,206,
2612,358,known,5583,,seeding,14,seeds/m2,PLS,native,,,206,
2613,358,known,5698,,seeding,103,seeds/m2,PLS,native,,,206,
2614,358,known,5763,,seeding,98,seeds/m2,PLS,native,,,206,
2615,358,known,5765,,seeding,29,seeds/m2,PLS,native,,,206,
2616,359,known,276,,seeding,16,seeds/m2,PLS,native,,,207,
2617,359,known,469,,seeding,183,seeds/m2,PLS,exotic,,,207,
2618,359,known,484,,seeding,190,seeds/m2,PLS,native,,,207,
2619,359,known,712,,seeding,14,seeds/m2,PLS,native,,,207,
2620,359,known,1102,,seeding,222,seeds/m2,PLS,native,,,207,
2621,359,known,1686,,seeding,13,seeds/m2,PLS,native,,,207,
2622,359,known,2640,,seeding,29,seeds/m2,PLS,native,,,207,
2623,359,known,5416,,seeding,41,seeds/m2,PLS,native,,,207,
2624,359,known,5485,,seeding,135,seeds/m2,PLS,native,,,207,
2625,359,known,5573,,seeding,13,seeds/m2,PLS,native,,,207,
2626,359,known,5583,,seeding,13,seeds/m2,PLS,native,,,207,
2627,359,known,5765,,seeding,27,seeds/m2,PLS,native,,,207,
2628,359,known,5901,,seeding,46,seeds/m2,PLS,native,,,207,
2629,359,known,5952,,seeding,11,seeds/m2,PLS,native,,,207,
2630,360,known,484,,seeding,54,seeds/m2,PLS,native,,,208,
2631,360,known,1686,,seeding,20,seeds/m2,PLS,native,,,208,
2632,360,known,1741,,seeding,10,seeds/m2,PLS,native,,,208,
2633,360,known,2640,,seeding,9,seeds/m2,PLS,native,,,208,
2634,360,known,2887,,seeding,18,seeds/m2,PLS,exotic,,,208,
2635,360,known,5416,,seeding,172,seeds/m2,PLS,native,,,208,
2636,360,known,5577,,seeding,43,seeds/m2,PLS,native,,,208,
2637,360,known,5582,,seeding,171,seeds/m2,PLS,native,,,208,
2638,360,known,5583,,seeding,83,seeds/m2,PLS,native,,,208,
2639,360,known,5585,,seeding,100,seeds/m2,PLS,native,,,208,
2640,360,known,5763,,seeding,118,seeds/m2,PLS,native,,,208,
2641,360,known,5765,,seeding,63,seeds/m2,PLS,native,,,208,
2642,360,known,5932,,seeding,431,seeds/m2,PLS,native,,,208,
2643,361,known,484,,seeding,54,seeds/m2,PLS,native,,,209,
2644,361,known,1686,,seeding,20,seeds/m2,PLS,native,,,209,
2645,361,known,2640,,seeding,9,seeds/m2,PLS,native,,,209,
2646,361,known,2887,,seeding,18,seeds/m2,PLS,exotic,,,209,
2647,361,known,5416,,seeding,172,seeds/m2,PLS,native,,,209,
2648,361,known,5577,,seeding,43,seeds/m2,PLS,native,,,209,
2649,361,known,5582,,seeding,171,seeds/m2,PLS,native,,,209,
2650,361,known,5583,,seeding,83,seeds/m2,PLS,native,,,209,
2651,361,known,5585,,seeding,100,seeds/m2,PLS,native,,,209,
2652,361,known,5763,,seeding,118,seeds/m2,PLS,native,,,209,
2653,361,known,5765,,seeding,32,seeds/m2,PLS,native,,,209,
2654,361,known,5932,,seeding,431,seeds/m2,PLS,native,,,209,
2655,362,known,387,,seeding,286,seeds/m2,PLS,native,,,210,
2656,362,known,469,,seeding,1019,seeds/m2,PLS,exotic,,,210,
2657,362,known,484,,seeding,1298,seeds/m2,PLS,native,,,210,
2658,362,known,712,,seeding,93,seeds/m2,PLS,native,,,210,
2659,362,known,1686,,seeding,30,seeds/m2,PLS,native,,,210,
2660,362,known,1741,,seeding,20,seeds/m2,PLS,native,,,210,
2661,362,known,2640,,seeding,70,seeds/m2,PLS,native,,,210,
2662,362,known,5577,,seeding,33,seeds/m2,PLS,native,,,210,
2663,362,known,5582,,seeding,86,seeds/m2,PLS,native,,,210,
2664,362,known,5583,,seeding,42,seeds/m2,PLS,native,,,210,
2665,362,known,5585,,seeding,50,seeds/m2,PLS,native,,,210,
2666,362,known,5763,,seeding,79,seeds/m2,PLS,native,,,210,
2667,363,known,387,,seeding,255,seeds/m2,PLS,native,,,211,
2668,363,known,465,,seeding,1250,seeds/m2,PLS,native,,,211,
2669,363,known,484,,seeding,772,seeds/m2,PLS,native,,,211,
2670,363,known,712,,seeding,83,seeds/m2,PLS,native,,,211,
2671,363,known,1686,,seeding,26,seeds/m2,PLS,native,,,211,
2672,363,known,1741,,seeding,18,seeds/m2,PLS,native,,,211,
2673,363,known,2640,,seeding,31,seeds/m2,PLS,native,,,211,
2674,363,known,5577,,seeding,29,seeds/m2,PLS,native,,,211,
2675,363,known,5582,,seeding,76,seeds/m2,PLS,native,,,211,
2676,363,known,5583,,seeding,37,seeds/m2,PLS,native,,,211,
2677,363,known,5585,,seeding,45,seeds/m2,PLS,native,,,211,
2678,363,known,5763,,seeding,70,seeds/m2,PLS,native,,,211,
2679,364,known,387,,seeding,85,seeds/m2,PLS,native,,,212,
2680,364,known,469,,seeding,151,seeds/m2,PLS,exotic,,,212,
2681,364,known,484,,seeding,256,seeds/m2,PLS,native,,,212,
2682,364,known,712,,seeding,23,seeds/m2,PLS,native,,,212,
2683,364,known,1102,,seeding,85,seeds/m2,PLS,native,,,212,
2684,364,known,1686,,seeding,35,seeds/m2,PLS,native,,,212,
2685,364,known,1741,,seeding,15,seeds/m2,PLS,native,,,212,
2686,364,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,212,
2687,364,known,5577,,seeding,22,seeds/m2,PLS,native,,,212,
2688,364,known,5582,,seeding,75,seeds/m2,PLS,native,,,212,
2689,364,known,5583,,seeding,14,seeds/m2,PLS,native,,,212,
2690,364,known,5698,,seeding,103,seeds/m2,PLS,native,,,212,
2691,364,known,5763,,seeding,98,seeds/m2,PLS,native,,,212,
2692,364,known,5765,,seeding,29,seeds/m2,PLS,native,,,212,
2693,365,known,387,,seeding,85,seeds/m2,PLS,native,,,213,
2694,365,known,469,,seeding,151,seeds/m2,PLS,exotic,,,213,
2695,365,known,484,,seeding,256,seeds/m2,PLS,native,,,213,
2696,365,known,712,,seeding,23,seeds/m2,PLS,native,,,213,
2697,365,known,1102,,seeding,85,seeds/m2,PLS,native,,,213,
2698,365,known,1686,,seeding,35,seeds/m2,PLS,native,,,213,
2699,365,known,1741,,seeding,15,seeds/m2,PLS,native,,,213,
2700,365,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,213,
2701,365,known,5577,,seeding,22,seeds/m2,PLS,native,,,213,
2702,365,known,5582,,seeding,75,seeds/m2,PLS,native,,,213,
2703,365,known,5583,,seeding,14,seeds/m2,PLS,native,,,213,
2704,365,known,5698,,seeding,103,seeds/m2,PLS,native,,,213,
2705,365,known,5763,,seeding,98,seeds/m2,PLS,native,,,213,
2706,365,known,5765,,seeding,29,seeds/m2,PLS,native,,,213,
2707,366,known,387,,seeding,85,seeds/m2,PLS,native,,,214,
2708,366,known,469,,seeding,151,seeds/m2,PLS,exotic,,,214,
2709,366,known,484,,seeding,256,seeds/m2,PLS,native,,,214,
2710,366,known,712,,seeding,23,seeds/m2,PLS,native,,,214,
2711,366,known,1102,,seeding,85,seeds/m2,PLS,native,,,214,
2712,366,known,1686,,seeding,35,seeds/m2,PLS,native,,,214,
2713,366,known,1741,,seeding,15,seeds/m2,PLS,native,,,214,
2714,366,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,214,
2715,366,known,5577,,seeding,22,seeds/m2,PLS,native,,,214,
2716,366,known,5582,,seeding,75,seeds/m2,PLS,native,,,214,
2717,366,known,5583,,seeding,14,seeds/m2,PLS,native,,,214,
2718,366,known,5698,,seeding,103,seeds/m2,PLS,native,,,214,
2719,366,known,5763,,seeding,98,seeds/m2,PLS,native,,,214,
2720,366,known,5765,,seeding,29,seeds/m2,PLS,native,,,214,
2721,367,known,387,,seeding,85,seeds/m2,PLS,native,,,215,
2722,367,known,469,,seeding,151,seeds/m2,PLS,exotic,,,215,
2723,367,known,484,,seeding,256,seeds/m2,PLS,native,,,215,
2724,367,known,712,,seeding,23,seeds/m2,PLS,native,,,215,
2725,367,known,1102,,seeding,85,seeds/m2,PLS,native,,,215,
2726,367,known,1686,,seeding,35,seeds/m2,PLS,native,,,215,
2727,367,known,1741,,seeding,15,seeds/m2,PLS,native,,,215,
2728,367,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,215,
2729,367,known,5577,,seeding,22,seeds/m2,PLS,native,,,215,
2730,367,known,5582,,seeding,75,seeds/m2,PLS,native,,,215,
2731,367,known,5583,,seeding,14,seeds/m2,PLS,native,,,215,
2732,367,known,5698,,seeding,103,seeds/m2,PLS,native,,,215,
2733,367,known,5763,,seeding,98,seeds/m2,PLS,native,,,215,
2734,367,known,5765,,seeding,29,seeds/m2,PLS,native,,,215,
2735,368,known,387,,seeding,429,seeds/m2,PLS,native,,,216,
2736,368,known,465,,seeding,1049,seeds/m2,PLS,native,,,216,
2737,368,known,484,,seeding,86,seeds/m2,PLS,native,,,216,
2738,368,known,712,,seeding,47,seeds/m2,PLS,native,,,216,
2739,368,known,1686,,seeding,30,seeds/m2,PLS,native,,,216,
2740,368,known,1741,,seeding,10,seeds/m2,PLS,native,,,216,
2741,368,known,2640,,seeding,70,seeds/m2,PLS,native,,,216,
2742,368,known,3010,,seeding,1,seeds/m2,PLS,native,,,216,
2743,368,known,4575,,seeding,8,seeds/m2,PLS,native,,,216,
2744,368,known,5415,,seeding,58,seeds/m2,PLS,native,,,216,
2745,368,known,5416,,seeding,86,seeds/m2,PLS,native,,,216,
2746,368,known,5573,,seeding,30,seeds/m2,PLS,native,,,216,
2747,368,known,5577,,seeding,33,seeds/m2,PLS,native,,,216,
2748,368,known,5582,,seeding,171,seeds/m2,PLS,native,,,216,
2749,368,known,5583,,seeding,69,seeds/m2,PLS,native,,,216,
2750,368,known,5585,,seeding,50,seeds/m2,PLS,native,,,216,
2751,368,known,5763,,seeding,79,seeds/m2,PLS,native,,,216,
2752,368,known,5901,,seeding,86,seeds/m2,PLS,native,,,216,
2753,368,known,5952,,seeding,49,seeds/m2,PLS,native,,,216,
2754,368,known,6517,,seeding,4,seeds/m2,PLS,native,,,216,
2755,369,known,387,,seeding,85,seeds/m2,PLS,native,,,217,
2756,369,known,469,,seeding,151,seeds/m2,PLS,exotic,,,217,
2757,369,known,484,,seeding,256,seeds/m2,PLS,native,,,217,
2758,369,known,712,,seeding,23,seeds/m2,PLS,native,,,217,
2759,369,known,1102,,seeding,85,seeds/m2,PLS,native,,,217,
2760,369,known,1686,,seeding,35,seeds/m2,PLS,native,,,217,
2761,369,known,1741,,seeding,15,seeds/m2,PLS,native,,,217,
2762,369,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,217,
2763,369,known,5577,,seeding,22,seeds/m2,PLS,native,,,217,
2764,369,known,5582,,seeding,75,seeds/m2,PLS,native,,,217,
2765,369,known,5583,,seeding,14,seeds/m2,PLS,native,,,217,
2766,369,known,5698,,seeding,103,seeds/m2,PLS,native,,,217,
2767,369,known,5763,,seeding,98,seeds/m2,PLS,native,,,217,
2768,369,known,5765,,seeding,29,seeds/m2,PLS,native,,,217,
2769,370,known,387,,seeding,85,seeds/m2,PLS,native,,,218,
2770,370,known,469,,seeding,151,seeds/m2,PLS,exotic,,,218,
2771,370,known,484,,seeding,256,seeds/m2,PLS,native,,,218,
2772,370,known,712,,seeding,23,seeds/m2,PLS,native,,,218,
2773,370,known,1102,,seeding,85,seeds/m2,PLS,native,,,218,
2774,370,known,1686,,seeding,35,seeds/m2,PLS,native,,,218,
2775,370,known,1741,,seeding,15,seeds/m2,PLS,native,,,218,
2776,370,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,218,
2777,370,known,5577,,seeding,22,seeds/m2,PLS,native,,,218,
2778,370,known,5582,,seeding,75,seeds/m2,PLS,native,,,218,
2779,370,known,5583,,seeding,14,seeds/m2,PLS,native,,,218,
2780,370,known,5698,,seeding,103,seeds/m2,PLS,native,,,218,
2781,370,known,5763,,seeding,98,seeds/m2,PLS,native,,,218,
2782,370,known,5765,,seeding,29,seeds/m2,PLS,native,,,218,
2783,371,known,276,,seeding,1,seeds/m2,PLS,native,,,219,
2784,371,known,484,,seeding,219,seeds/m2,PLS,native,,,219,
2785,371,known,712,,seeding,47,seeds/m2,PLS,native,,,219,
2786,371,known,1686,,seeding,20,seeds/m2,PLS,native,,,219,
2787,371,known,1687,,seeding,7,seeds/m2,PLS,native,,,219,
2788,371,known,1741,,seeding,31,seeds/m2,PLS,native,,,219,
2789,371,known,4275,,seeding,13,seeds/m2,PLS,native,,,219,
2790,371,known,5416,,seeding,86,seeds/m2,PLS,native,,,219,
2791,371,known,5582,,seeding,85,seeds/m2,PLS,native,,,219,
2792,371,known,5901,,seeding,86,seeds/m2,PLS,native,,,219,
2793,372,known,276,,seeding,1,seeds/m2,PLS,native,,,220,
2794,372,known,484,,seeding,219,seeds/m2,PLS,native,,,220,
2795,372,known,712,,seeding,47,seeds/m2,PLS,native,,,220,
2796,372,known,1686,,seeding,20,seeds/m2,PLS,native,,,220,
2797,372,known,1687,,seeding,7,seeds/m2,PLS,native,,,220,
2798,372,known,1741,,seeding,31,seeds/m2,PLS,native,,,220,
2799,372,known,4275,,seeding,13,seeds/m2,PLS,native,,,220,
2800,372,known,5416,,seeding,86,seeds/m2,PLS,native,,,220,
2801,372,known,5582,,seeding,85,seeds/m2,PLS,native,,,220,
2802,372,known,5901,,seeding,86,seeds/m2,PLS,native,,,220,
2803,373,known,387,,seeding,80,seeds/m2,PLS,native,,,221,
2804,373,known,484,,seeding,58,seeds/m2,PLS,native,,,221,
2805,373,known,1102,,seeding,5,seeds/m2,PLS,native,,,221,
2806,373,known,1686,,seeding,13,seeds/m2,PLS,native,,,221,
2807,373,known,1741,,seeding,9,seeds/m2,PLS,native,,,221,
2808,373,known,2640,,seeding,10,seeds/m2,PLS,native,,,221,
2809,373,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,221,
2810,373,known,5415,,seeding,59,seeds/m2,PLS,native,,,221,
2811,373,known,5416,,seeding,136,seeds/m2,PLS,native,,,221,
2812,373,known,5582,,seeding,78,seeds/m2,PLS,native,,,221,
2813,373,known,5583,,seeding,17,seeds/m2,PLS,native,,,221,
2814,373,known,5585,,seeding,48,seeds/m2,PLS,native,,,221,
2815,373,known,5698,,seeding,6,seeds/m2,PLS,native,,,221,
2816,373,known,5763,,seeding,40,seeds/m2,PLS,native,,,221,
2817,373,known,5901,,seeding,101,seeds/m2,PLS,native,,,221,
2818,373,known,5952,,seeding,30,seeds/m2,PLS,native,,,221,
2819,374,known,387,,seeding,29,seeds/m2,PLS,native,,,222,
2820,374,known,457,,seeding,8,seeds/m2,PLS,native,,,222,
2821,374,known,469,,seeding,10,seeds/m2,PLS,exotic,,,222,
2822,374,known,1102,,seeding,102,seeds/m2,PLS,native,,,222,
2823,374,known,1624,,seeding,9,seeds/m2,PLS,native,,,222,
2824,374,known,1686,,seeding,20,seeds/m2,PLS,native,,,222,
2825,374,known,2174,,seeding,14,seeds/m2,PLS,native,,,222,
2826,374,known,2640,,seeding,19,seeds/m2,PLS,native,,,222,
2827,374,known,2861,,seeding,121,seeds/m2,PLS,exotic,,,222,
2828,374,known,3082,,seeding,1,seeds/m2,PLS,exotic,,,222,
2829,374,known,5415,,seeding,59,seeds/m2,PLS,native,,,222,
2830,374,known,5568,,seeding,53,seeds/m2,PLS,native,,,222,
2831,374,known,5577,,seeding,27,seeds/m2,PLS,native,,,222,
